image_id,experiment,n_cells,fg_fraction
C21_s1_w1.png,HEPG2-01,799,0.4196891784667969
C21_s2_w1.png,HEPG2-01,538,0.4091339111328125
C22_s1_w1.png,HEPG2-01,701,0.449554443359375
C22_s2_w1.png,HEPG2-01,746,0.4301948547363281
C23_s1_w1.png,HEPG2-01,611,0.45378875732421875
C23_s2_w1.png,HEPG2-01,359,0.33050537109375
D02_s1_w1.png,HEPG2-01,473,0.3759346008300781
D02_s2_w1.png,HEPG2-01,479,0.3642234802246094
D03_s1_w1.png,HEPG2-01,417,0.2635078430175781
D03_s2_w1.png,HEPG2-01,584,0.3320960998535156
D04_s1_w1.png,HEPG2-01,525,0.395904541015625
D04_s2_w1.png,HEPG2-01,455,0.36817169189453125
D05_s1_w1.png,HEPG2-01,364,0.33029937744140625
D05_s2_w1.png,HEPG2-01,188,0.22435760498046875
D06_s1_w1.png,HEPG2-01,445,0.39397430419921875
D06_s2_w1.png,HEPG2-01,283,0.2998199462890625
D07_s1_w1.png,HEPG2-01,205,0.17929840087890625
D07_s2_w1.png,HEPG2-01,262,0.22426605224609375
D08_s1_w1.png,HEPG2-01,588,0.4031219482421875
D08_s2_w1.png,HEPG2-01,414,0.35933685302734375
D09_s1_w1.png,HEPG2-01,621,0.4068794250488281
D09_s2_w1.png,HEPG2-01,442,0.371673583984375
D10_s1_w1.png,HEPG2-01,98,0.09945297241210938
D10_s2_w1.png,HEPG2-01,211,0.19703292846679688
D11_s1_w1.png,HEPG2-01,505,0.383636474609375
D11_s2_w1.png,HEPG2-01,743,0.4048347473144531
D12_s1_w1.png,HEPG2-01,219,0.2614860534667969
D12_s2_w1.png,HEPG2-01,463,0.347808837890625
D13_s1_w1.png,HEPG2-01,621,0.40912628173828125
D13_s2_w1.png,HEPG2-01,620,0.42395782470703125
D14_s1_w1.png,HEPG2-01,306,0.282623291015625
D14_s2_w1.png,HEPG2-01,280,0.2731132507324219
D15_s1_w1.png,HEPG2-01,673,0.4247474670410156
D15_s2_w1.png,HEPG2-01,332,0.31714630126953125
D16_s1_w1.png,HEPG2-01,653,0.4481544494628906
D16_s2_w1.png,HEPG2-01,430,0.3746910095214844
D17_s1_w1.png,HEPG2-01,524,0.4107246398925781
D17_s2_w1.png,HEPG2-01,485,0.3958473205566406
D18_s1_w1.png,HEPG2-01,270,0.24462509155273438
D18_s2_w1.png,HEPG2-01,572,0.384552001953125
D19_s1_w1.png,HEPG2-01,626,0.372161865234375
D19_s2_w1.png,HEPG2-01,495,0.3403129577636719
D20_s1_w1.png,HEPG2-01,724,0.4419593811035156
D20_s2_w1.png,HEPG2-01,820,0.43180084228515625
D21_s1_w1.png,HEPG2-01,446,0.3445281982421875
D21_s2_w1.png,HEPG2-01,356,0.3060150146484375
D22_s1_w1.png,HEPG2-01,421,0.2827606201171875
D22_s2_w1.png,HEPG2-01,377,0.2561378479003906
D23_s1_w1.png,HEPG2-01,675,0.4330253601074219
D23_s2_w1.png,HEPG2-01,815,0.4113502502441406
E02_s1_w1.png,HEPG2-01,327,0.313262939453125
E02_s2_w1.png,HEPG2-01,460,0.3977546691894531
E03_s1_w1.png,HEPG2-01,489,0.40280914306640625
E03_s2_w1.png,HEPG2-01,605,0.4477653503417969
E04_s1_w1.png,HEPG2-01,188,0.22245025634765625
E04_s2_w1.png,HEPG2-01,254,0.2785186767578125
E05_s1_w1.png,HEPG2-01,240,0.2732582092285156
E05_s2_w1.png,HEPG2-01,304,0.3141326904296875
E06_s1_w1.png,HEPG2-01,426,0.3660240173339844
E06_s2_w1.png,HEPG2-01,214,0.24645614624023438
E07_s1_w1.png,HEPG2-01,533,0.36388397216796875
E07_s2_w1.png,HEPG2-01,394,0.3062896728515625
E08_s1_w1.png,HEPG2-01,389,0.3504066467285156
E08_s2_w1.png,HEPG2-01,309,0.29779052734375
E09_s1_w1.png,HEPG2-01,505,0.40682220458984375
E09_s2_w1.png,HEPG2-01,424,0.363555908203125
E10_s1_w1.png,HEPG2-01,268,0.3001251220703125
E10_s2_w1.png,HEPG2-01,254,0.2837257385253906
E11_s1_w1.png,HEPG2-01,256,0.2860908508300781
E11_s2_w1.png,HEPG2-01,287,0.28802490234375
E12_s1_w1.png,HEPG2-01,326,0.3008880615234375
E12_s2_w1.png,HEPG2-01,302,0.28499603271484375
E13_s1_w1.png,HEPG2-01,237,0.229522705078125
E13_s2_w1.png,HEPG2-01,404,0.30605316162109375
E14_s1_w1.png,HEPG2-01,534,0.40302276611328125
E14_s2_w1.png,HEPG2-01,257,0.24358749389648438
E15_s1_w1.png,HEPG2-01,323,0.2987937927246094
E15_s2_w1.png,HEPG2-01,700,0.4202003479003906
E16_s1_w1.png,HEPG2-01,492,0.3863029479980469
E16_s2_w1.png,HEPG2-01,726,0.4490318298339844
E17_s1_w1.png,HEPG2-01,733,0.41602325439453125
E17_s2_w1.png,HEPG2-01,637,0.41968536376953125
E18_s1_w1.png,HEPG2-01,562,0.4325714111328125
E18_s2_w1.png,HEPG2-01,498,0.39931488037109375
E19_s1_w1.png,HEPG2-01,719,0.44379425048828125
E19_s2_w1.png,HEPG2-01,399,0.3387451171875
E20_s1_w1.png,HEPG2-01,805,0.4357643127441406
E20_s2_w1.png,HEPG2-01,742,0.4277801513671875
E21_s1_w1.png,HEPG2-01,605,0.3998870849609375
E21_s2_w1.png,HEPG2-01,589,0.392303466796875
E22_s1_w1.png,HEPG2-01,695,0.4276390075683594
E22_s2_w1.png,HEPG2-01,577,0.4084587097167969
E23_s1_w1.png,HEPG2-01,695,0.4513969421386719
E23_s2_w1.png,HEPG2-01,657,0.4293479919433594
F02_s1_w1.png,HEPG2-01,604,0.38469696044921875
F02_s2_w1.png,HEPG2-01,585,0.3661537170410156
F03_s1_w1.png,HEPG2-01,515,0.389251708984375
F03_s2_w1.png,HEPG2-01,582,0.4110221862792969
F04_s1_w1.png,HEPG2-01,567,0.4303741455078125
F04_s2_w1.png,HEPG2-01,566,0.41548919677734375
F05_s1_w1.png,HEPG2-01,348,0.315948486328125
F05_s2_w1.png,HEPG2-01,252,0.25028228759765625
F06_s1_w1.png,HEPG2-01,645,0.43169403076171875
F06_s2_w1.png,HEPG2-01,383,0.3318328857421875
F07_s1_w1.png,HEPG2-01,515,0.39025115966796875
F07_s2_w1.png,HEPG2-01,506,0.3893394470214844
F08_s1_w1.png,HEPG2-01,398,0.3398590087890625
F08_s2_w1.png,HEPG2-01,554,0.41764068603515625
F09_s1_w1.png,HEPG2-01,473,0.3408851623535156
F09_s2_w1.png,HEPG2-01,165,0.21279144287109375
F10_s1_w1.png,HEPG2-01,527,0.4039955139160156
F10_s2_w1.png,HEPG2-01,543,0.4012718200683594
F11_s1_w1.png,HEPG2-01,514,0.4062004089355469
F11_s2_w1.png,HEPG2-01,376,0.32352447509765625
F12_s1_w1.png,HEPG2-01,279,0.27695465087890625
F12_s2_w1.png,HEPG2-01,226,0.25125885009765625
F13_s1_w1.png,HEPG2-01,305,0.29319000244140625
F13_s2_w1.png,HEPG2-01,303,0.2742881774902344
